,date,item
14211,2021-01-08T20:27:46.400Z,Challenge
14218,2021-01-08T20:14:55.940Z,Challenge
14230,2021-01-08T19:54:16.508Z,Basic Commands
14231,2021-01-08T10:38:06.652Z,Basic Commands
14237,2021-01-08T11:12:36.841Z,KarelCommandsPickStone
14238,2021-01-08T20:15:13.463Z,Challenge
14240,2021-01-08T20:35:57.171Z,Challenge
14245,2021-01-08T20:11:12.217Z,Challenge
14247,2021-01-08T20:12:20.368Z,Challenge
14248,2021-01-08T20:07:57.526Z,Repeat
14264,2021-01-08T20:12:30.556Z,Challenge
14278,2021-01-08T20:11:47.579Z,Challenge
14280,2021-01-08T20:04:58.701Z,Combine
14290,2021-01-08T19:51:48.423Z,Basic Commands
14293,2021-01-08T19:53:16.198Z,Repeat
14303,2021-01-08T20:31:01.108Z,Challenge
14326,2021-01-08T20:11:17.775Z,Challenge
14332,2021-01-08T19:47:49.849Z,Basic Commands
14336,2021-01-08T11:01:01.372Z,Function
14343,2021-01-08T19:52:44.843Z,CommandsB
14349,2021-01-08T20:06:49.119Z,Challenge
14350,2021-01-08T20:15:18.374Z,Challenge
14360,2021-01-08T18:36:38.138Z,Repeat
14365,2021-01-08T16:31:20.430Z,Basic Commands
14368,2021-01-08T20:11:16.615Z,Challenge
14372,2021-01-08T18:01:47.010Z,Repeat
14375,2021-01-08T17:33:00.722Z,Combine
14377,2021-01-08T19:33:50.953Z,Function
14383,2021-01-08T21:50:13.815Z,Challenge
14410,2021-01-08T18:09:02.010Z,KarelCommandsMove
14413,2021-01-08T16:30:40.987Z,Function
14415,2021-01-08T19:55:17.182Z,Repeat
14421,2021-01-08T18:38:56.651Z,PreDone
14423,2021-01-08T19:51:59.467Z,Basic Commands
14438,2021-01-08T20:09:46.331Z,Challenge
14445,2021-01-08T20:12:20.354Z,Challenge
14446,2021-01-08T16:34:10.324Z,IntroExplainTasks
14450,2021-01-08T11:12:36.701Z,KarelCommandsTurnLeft
14455,2021-01-08T20:13:29.102Z,Repeat
14456,2021-01-08T21:32:07.334Z,Repeat
14466,2021-01-08T20:07:44.483Z,Challenge
14469,2021-01-08T22:00:51.160Z,Challenge
14471,2021-01-08T20:14:48.805Z,Challenge
14473,2021-01-08T20:09:25.186Z,Repeat
14478,2021-01-08T20:19:13.953Z,Combine
14485,2021-01-08T20:10:32.254Z,Challenge
14492,2021-01-08T18:38:52.621Z,Combine
14496,2021-01-08T20:00:42.733Z,Challenge
14501,2021-01-08T20:11:17.764Z,Challenge
14504,2021-01-08T11:23:18.409Z,Function
14518,2021-01-08T20:00:28.082Z,Function
14519,2021-01-08T19:47:19.891Z,KarelCommandsPlaceStone
14535,2021-01-08T18:37:23.890Z,Repeat
14538,2021-01-08T18:33:57.358Z,Function
14541,2021-01-08T18:38:56.776Z,Combine
14550,2021-01-08T20:11:50.817Z,Challenge
14553,2021-01-08T18:41:16.711Z,Combine
14554,2021-01-08T20:30:53.829Z,Challenge
14558,2021-01-08T20:03:25.915Z,Challenge
14561,2021-01-08T19:54:20.243Z,Basic Commands
14567,2021-01-08T18:30:15.474Z,CommandsA
14578,2021-01-08T20:19:46.426Z,Challenge
14582,2021-01-08T20:21:27.221Z,Challenge
14590,2021-01-08T19:55:54.192Z,Function
14603,2021-01-08T20:27:46.458Z,Challenge
14607,2021-01-08T20:12:11.214Z,Challenge
14613,2021-01-08T20:32:49.313Z,Challenge
14614,2021-01-08T20:14:55.224Z,Repeat
14619,2021-01-08T21:27:17.096Z,Basic Commands
14628,2021-01-08T22:02:06.041Z,Challenge
14629,2021-01-08T21:28:40.482Z,Function
14632,2021-01-08T20:28:04.722Z,Challenge
14642,2021-01-08T21:59:25.284Z,Challenge
14647,2021-01-08T19:58:48.534Z,Combine
14648,2021-01-08T22:01:54.406Z,Challenge
14649,2021-01-08T18:36:09.409Z,Repeat
14666,2021-01-08T11:00:14.701Z,Function
14671,2021-01-08T19:55:28.818Z,Repeat
14677,2021-01-08T20:27:36.133Z,Challenge
14687,2021-01-08T20:31:19.593Z,Challenge
14690,2021-01-08T20:36:05.417Z,Challenge
14691,2021-01-08T20:32:13.551Z,Challenge
14693,2021-01-08T20:11:49.755Z,Challenge
14694,2021-01-08T18:31:44.854Z,Function
14708,2021-01-08T18:05:42.669Z,Repeat
14716,2021-01-08T20:30:51.955Z,Challenge
14717,2021-01-08T20:03:58.094Z,Combine
14720,2021-01-08T11:22:54.799Z,Function
14730,2021-01-08T20:32:08.009Z,Challenge
14733,2021-01-08T21:49:28.374Z,Challenge
14741,2021-01-08T20:11:15.698Z,Challenge
14743,2021-01-08T20:34:24.228Z,Challenge
14745,2021-01-08T20:09:26.214Z,Challenge
14764,2021-01-08T20:02:40.394Z,Function
14765,2021-01-08T22:00:51.167Z,Challenge
14779,2021-01-08T20:15:23.520Z,Challenge
14787,2021-01-08T22:01:58.244Z,Challenge
14788,2021-01-08T20:36:01.063Z,Challenge
14793,2021-01-08T20:05:51.794Z,Challenge
14814,2021-01-08T11:02:26.693Z,Function
14837,2021-01-08T19:56:23.395Z,Basic Commands
14844,2021-01-08T20:06:38.292Z,Repeat
14845,2021-01-08T18:31:28.046Z,
14849,2021-01-08T19:57:33.629Z,Basic Commands
14858,2021-01-08T21:29:08.033Z,Function
14860,2021-01-08T20:31:52.966Z,Challenge
14862,2021-01-08T20:32:08.014Z,Challenge
14879,2021-01-08T20:14:09.895Z,Challenge
14880,2021-01-08T20:07:17.374Z,Challenge
14886,2021-01-08T19:58:28.707Z,Basic Commands
14896,2021-01-08T20:30:39.708Z,Challenge
14901,2021-01-08T20:17:42.942Z,Challenge
14902,2021-01-08T20:31:08.217Z,Challenge
14907,2021-01-08T21:28:38.551Z,Function
14910,2021-01-08T20:37:01.286Z,Challenge
14917,2021-01-08T20:28:07.789Z,Challenge
14922,2021-01-08T20:01:20.253Z,Repeat
14924,2021-01-08T19:59:53.406Z,Function
14928,2021-01-08T20:02:31.891Z,Function
14937,2021-01-08T21:30:34.329Z,Repeat
14941,2021-01-08T20:11:14.615Z,Challenge
14944,2021-01-08T20:01:56.760Z,Function
14946,2021-01-08T19:58:03.743Z,Basic Commands
14950,2021-01-08T18:11:45.238Z,IntroExplainEditor
14957,2021-01-08T18:39:15.689Z,Combine
14965,2021-01-08T21:32:44.326Z,Repeat
14968,2021-01-08T17:36:15.552Z,Basic Commands
14973,2021-01-08T20:14:10.005Z,Challenge
14976,2021-01-08T20:32:26.850Z,Challenge
14979,2021-01-08T20:15:18.344Z,Challenge
14982,2021-01-08T18:10:10.824Z,KarelCommandsTurnLeft
14998,2021-01-08T21:59:46.226Z,Challenge
15001,2021-01-08T20:27:36.923Z,Challenge
15013,2021-01-08T20:11:14.618Z,Challenge
15031,2021-01-08T20:17:47.901Z,Challenge
15034,2021-01-08T20:19:55.540Z,Challenge
15040,2021-01-08T18:05:58.814Z,Basic Commands
15042,2021-01-08T20:16:29.053Z,Challenge
15044,2021-01-08T19:57:36.576Z,Basic Commands
15045,2021-01-08T20:16:53.612Z,Challenge
15047,2021-01-08T19:51:28.774Z,KarelCommandsMove
15064,2021-01-08T20:01:37.981Z,Repeat
15071,2021-01-08T19:58:24.598Z,Function
15076,2021-01-08T17:37:06.670Z,Repeat
15082,2021-01-08T20:14:15.428Z,Challenge
15097,2021-01-08T17:14:28.356Z,Function
15101,2021-01-08T19:34:27.869Z,Combine
15103,2021-01-08T20:31:04.990Z,Challenge
15109,2021-01-08T20:14:53.833Z,Challenge
15117,2021-01-08T20:21:14.778Z,Challenge
15140,2021-01-08T10:45:17.378Z,Function
15143,2021-01-08T17:36:15.539Z,Basic Commands
15144,2021-01-08T19:52:16.089Z,Basic Commands
15147,2021-01-08T20:21:56.179Z,Combine
15153,2021-01-08T19:55:20.534Z,Repeat
15157,2021-01-08T18:33:11.712Z,IntroExplainTasks
15159,2021-01-08T20:16:42.196Z,Repeat
15161,2021-01-08T20:26:50.086Z,Challenge
15167,2021-01-08T20:19:34.789Z,Challenge
15169,2021-01-08T20:11:09.165Z,Challenge
15171,2021-01-08T18:31:27.140Z,CommandsB
15175,2021-01-08T20:07:37.319Z,Repeat
15196,2021-01-08T20:32:31.880Z,Challenge
15201,2021-01-08T20:08:50.378Z,Challenge
15214,2021-01-08T10:38:20.190Z,Basic Commands
15218,2021-01-08T18:33:45.440Z,Basic Commands
15219,2021-01-08T17:32:28.839Z,Repeat
15226,2021-01-08T20:02:47.686Z,Function
15232,2021-01-08T18:38:41.501Z,Combine
15238,2021-01-08T20:03:07.350Z,Challenge
15244,2021-01-08T20:02:24.936Z,Repeat
15275,2021-01-08T20:32:00.687Z,Challenge
15277,2021-01-08T20:07:10.818Z,Challenge
15295,2021-01-08T19:18:07.530Z,
15300,2021-01-08T20:26:54.067Z,Challenge
15303,2021-01-08T21:51:53.850Z,Challenge
15304,2021-01-08T18:36:23.114Z,Repeat
15314,2021-01-08T21:59:20.127Z,Challenge
15315,2021-01-08T16:35:04.351Z,Function
15319,2021-01-08T21:49:11.121Z,Challenge
15335,2021-01-08T20:00:27.101Z,Challenge
15338,2021-01-08T20:22:16.873Z,Challenge
15339,2021-01-08T11:25:43.082Z,Function
15341,2021-01-08T20:04:56.551Z,Combine
15346,2021-01-08T20:30:52.025Z,Challenge
15347,2021-01-08T20:03:21.667Z,Challenge
15351,2021-01-08T20:34:26.445Z,Challenge
15355,2021-01-08T20:10:56.550Z,Repeat
15362,2021-01-08T19:47:05.364Z,PreIntro
15363,2021-01-08T20:30:39.712Z,Challenge
15365,2021-01-08T10:23:22.901Z,Basic Commands
15368,2021-01-08T20:13:27.629Z,Challenge
15400,2021-01-08T17:37:30.278Z,KarelCommandsMove
15407,2021-01-08T22:00:28.205Z,Challenge
15422,2021-01-08T20:12:30.570Z,Challenge
15424,2021-01-08T21:50:27.347Z,Challenge
15430,2021-01-08T11:14:35.623Z,Function
15431,2021-01-08T19:58:24.630Z,Function
15434,2021-01-08T19:55:16.795Z,Basic Commands
15435,2021-01-08T20:15:27.619Z,Challenge
15448,2021-01-08T18:02:13.287Z,Repeat
15451,2021-01-08T20:31:01.113Z,Challenge
15452,2021-01-08T20:13:25.236Z,Challenge
15453,2021-01-08T19:32:44.492Z,Basic Commands
15459,2021-01-08T20:15:23.508Z,Challenge
15473,2021-01-08T20:03:27.860Z,Challenge
15483,2021-01-08T20:31:24.338Z,Challenge
15488,2021-01-08T19:51:58.946Z,Basic Commands
15506,2021-01-08T20:35:25.682Z,Challenge
15516,2021-01-08T18:01:59.680Z,Repeat
15519,2021-01-08T20:12:31.912Z,Challenge
15520,2021-01-08T20:11:09.190Z,Challenge
15537,2021-01-08T20:00:19.167Z,Function
15545,2021-01-08T20:06:51.742Z,Challenge
15551,2021-01-08T19:47:41.937Z,ModifyMoves
15568,2021-01-08T17:27:15.087Z,Function
15573,2021-01-08T17:36:55.246Z,Repeat
15587,2021-01-08T16:33:33.322Z,Basic Commands
15592,2021-01-08T20:13:34.176Z,Repeat
15598,2021-01-08T21:29:21.174Z,Function
15602,2021-01-08T19:58:13.759Z,Basic Commands
15607,2021-01-08T20:02:35.520Z,Function
15609,2021-01-08T20:12:40.981Z,Challenge
15613,2021-01-08T20:25:08.621Z,Challenge
15622,2021-01-08T20:30:56.187Z,Challenge
15625,2021-01-08T21:25:02.591Z,ModifyMoves
15626,2021-01-08T20:03:24.449Z,Challenge
15627,2021-01-08T20:20:47.315Z,Combine
15642,2021-01-08T19:57:22.743Z,Function
15657,2021-01-08T20:10:41.948Z,Challenge
15666,2021-01-08T19:56:00.648Z,Repeat
15673,2021-01-08T20:28:16.576Z,Challenge
15678,2021-01-08T20:02:35.558Z,Function
15680,2021-01-08T19:58:40.695Z,Basic Commands
15681,2021-01-08T20:11:12.212Z,Challenge
15685,2021-01-08T21:59:41.765Z,Challenge
15687,2021-01-08T20:32:33.197Z,Challenge
15692,2021-01-08T20:26:57.348Z,Challenge
15693,2021-01-08T17:44:51.107Z,Function
15695,2021-01-08T20:28:07.809Z,Challenge
15700,2021-01-08T20:20:31.869Z,Combine
15701,2021-01-08T18:34:02.139Z,Function
15717,2021-01-08T18:42:17.356Z,Combine
15718,2021-01-08T20:11:49.732Z,Challenge
15719,2021-01-08T19:34:29.492Z,Combine
15726,2021-01-08T20:32:17.546Z,Challenge
15728,2021-01-08T20:27:08.015Z,Challenge
15737,2021-01-08T20:11:50.812Z,Challenge
15741,2021-01-08T20:12:27.833Z,Challenge
15773,2021-01-08T19:53:18.843Z,
15777,2021-01-08T20:22:23.545Z,Combine
15798,2021-01-08T17:37:30.124Z,MeetKarel
15806,2021-01-08T21:53:43.930Z,Challenge
15817,2021-01-08T17:31:54.962Z,Basic Commands
15831,2021-01-08T19:57:03.842Z,Basic Commands
15836,2021-01-08T20:15:21.515Z,Challenge
15845,2021-01-08T22:01:58.234Z,Challenge
15855,2021-01-08T20:31:59.304Z,Challenge
15860,2021-01-08T18:09:28.245Z,IntroExplainEditor
15864,2021-01-08T11:12:38.133Z,IntroExplainTasks
15870,2021-01-08T17:44:44.737Z,Basic Commands
15882,2021-01-08T20:03:23.389Z,Challenge
15893,2021-01-08T20:36:51.608Z,Challenge
15898,2021-01-08T11:12:37.128Z,CommandsA
15901,2021-01-08T11:05:13.995Z,Function
15904,2021-01-08T20:33:58.967Z,Challenge
15949,2021-01-08T21:50:01.188Z,Challenge
15951,2021-01-08T20:11:50.160Z,Challenge
15964,2021-01-08T21:49:16.815Z,Challenge
15968,2021-01-08T10:45:29.536Z,Function
15970,2021-01-08T11:13:23.203Z,Basic Commands
15972,2021-01-08T20:14:53.816Z,Challenge
15978,2021-01-08T20:16:27.686Z,Challenge
16002,2021-01-08T19:51:41.315Z,Basic Commands
16016,2021-01-08T20:02:25.614Z,Challenge
16022,2021-01-08T19:53:34.573Z,Repeat
16026,2021-01-08T18:38:41.510Z,Combine
16031,2021-01-08T22:00:27.993Z,Challenge
16037,2021-01-08T21:28:10.088Z,Function
16039,2021-01-08T10:51:36.179Z,Function
16064,2021-01-08T20:21:12.188Z,Challenge
16069,2021-01-08T11:14:25.820Z,Basic Commands
16080,2021-01-08T20:21:34.671Z,Combine
16083,2021-01-08T20:08:50.386Z,Challenge
16089,2021-01-08T17:36:04.387Z,IntroExplainEditor
16094,2021-01-08T20:11:48.941Z,Challenge
16100,2021-01-08T20:03:27.857Z,Challenge
16113,2021-01-08T20:17:42.959Z,Challenge
16123,2021-01-08T20:19:39.728Z,Combine
16141,2021-01-08T20:10:41.940Z,Challenge
16148,2021-01-08T20:01:56.776Z,Function
16150,2021-01-08T20:31:24.327Z,Challenge
16154,2021-01-08T20:14:10.351Z,Challenge
16159,2021-01-08T19:54:07.599Z,ModifyMoves
16182,2021-01-08T10:55:25.930Z,Function
16199,2021-01-08T18:06:29.734Z,Function
16205,2021-01-08T20:09:11.211Z,Challenge
16215,2021-01-08T20:11:47.425Z,Challenge
16220,2021-01-08T20:11:48.934Z,Challenge
16223,2021-01-08T18:38:54.823Z,KarelCommandsTurnLeft
16234,2021-01-08T20:06:52.113Z,Challenge
16239,2021-01-08T19:32:35.407Z,ModifyMoves
16253,2021-01-08T18:23:31.544Z,PostSurvey
16256,2021-01-08T19:53:10.470Z,Function
16260,2021-01-08T20:17:26.611Z,Repeat
16261,2021-01-08T20:15:31.486Z,Challenge
16264,2021-01-08T20:01:37.161Z,Function
16269,2021-01-08T20:01:37.143Z,Function
16274,2021-01-08T20:16:34.258Z,Challenge
16276,2021-01-08T21:30:57.795Z,Repeat
16282,2021-01-08T20:00:05.589Z,Repeat
16284,2021-01-08T20:14:08.237Z,Challenge
16286,2021-01-08T20:02:42.409Z,Challenge
16292,2021-01-08T20:11:43.087Z,Repeat
16311,2021-01-08T20:09:42.792Z,Repeat
16330,2021-01-08T18:10:10.523Z,KarelCommandsMove
16337,2021-01-08T17:44:36.872Z,Basic Commands
16338,2021-01-08T19:51:31.109Z,
16348,2021-01-08T20:04:47.759Z,Challenge
16349,2021-01-08T18:33:06.048Z,ModifyMoves
16350,2021-01-08T18:31:57.226Z,Challenge
16357,2021-01-08T11:12:37.555Z,ModifyMoves
16358,2021-01-08T19:57:57.928Z,Combine
16359,2021-01-08T20:20:34.467Z,Challenge
16360,2021-01-08T20:09:16.369Z,Challenge
16367,2021-01-08T20:31:33.501Z,Challenge
16370,2021-01-08T20:27:48.818Z,Challenge
16371,2021-01-08T20:11:16.598Z,Challenge
16376,2021-01-08T19:32:40.962Z,PreDone
16378,2021-01-08T17:44:41.370Z,Basic Commands
16380,2021-01-08T22:03:01.211Z,Challenge
16386,2021-01-08T19:32:36.408Z,ModifyMoves
16387,2021-01-08T20:03:59.943Z,Combine
16388,2021-01-08T21:50:03.646Z,Challenge
16389,2021-01-08T20:21:12.207Z,Challenge
16390,2021-01-08T19:53:22.519Z,ModifyMoves
16394,2021-01-08T21:26:57.788Z,Basic Commands
16409,2021-01-08T17:36:03.388Z,PreDone
16419,2021-01-08T19:34:21.033Z,Repeat
16424,2021-01-08T21:21:45.800Z,KarelCommandsPickStone
16427,2021-01-08T11:03:33.181Z,Function
16437,2021-01-08T20:03:29.092Z,Challenge
16438,2021-01-08T20:10:38.238Z,Challenge
16447,2021-01-08T20:20:00.325Z,Challenge
16450,2021-01-08T20:11:15.671Z,Challenge
16452,2021-01-08T20:34:38.100Z,Challenge
16456,2021-01-08T20:13:22.942Z,Challenge
16489,2021-01-08T11:13:42.983Z,Basic Commands
16497,2021-01-08T17:37:39.174Z,KarelCommandsTurnLeft
16502,2021-01-08T19:57:37.336Z,Combine
16505,2021-01-08T19:55:13.027Z,Basic Commands
16509,2021-01-08T20:14:51.477Z,Challenge
16515,2021-01-08T17:44:41.358Z,Basic Commands
16519,2021-01-08T21:48:50.532Z,Challenge
16522,2021-01-08T20:21:29.995Z,Challenge
16525,2021-01-08T19:57:56.038Z,Function
16529,2021-01-08T21:48:53.051Z,Challenge
16530,2021-01-08T20:19:53.558Z,Challenge
16531,2021-01-08T21:59:47.534Z,Challenge
16542,2021-01-08T18:38:31.478Z,Combine
16548,2021-01-08T20:01:02.773Z,Repeat
16550,2021-01-08T18:35:50.292Z,Repeat
16551,2021-01-08T20:22:38.526Z,Combine
16557,2021-01-08T18:30:30.848Z,Basic Commands
16559,2021-01-08T20:27:07.900Z,Challenge
16579,2021-01-08T19:52:48.786Z,ModifyMoves
16581,2021-01-08T10:48:53.597Z,Function
16582,2021-01-08T20:30:41.800Z,Challenge
16586,2021-01-08T19:57:24.455Z,Basic Commands
16588,2021-01-08T20:12:01.921Z,Repeat
16589,2021-01-08T20:14:51.444Z,Challenge
16603,2021-01-08T19:56:38.139Z,Function
16606,2021-01-08T20:03:27.862Z,Challenge
16607,2021-01-08T20:19:22.802Z,Combine
16610,2021-01-08T17:36:46.290Z,Function
16624,2021-01-08T20:14:00.885Z,Challenge
16626,2021-01-08T20:14:51.472Z,Challenge
16629,2021-01-08T22:00:28.180Z,Challenge
16655,2021-01-08T18:35:38.865Z,Repeat
16661,2021-01-08T20:03:59.971Z,Combine
16663,2021-01-08T20:09:21.043Z,Challenge
16671,2021-01-08T20:20:17.847Z,Combine
16682,2021-01-08T19:52:57.980Z,ModifyMoves
16690,2021-01-08T20:21:07.156Z,Challenge
16692,2021-01-08T18:10:11.525Z,KarelCommandsPlaceStone
16693,2021-01-08T20:07:22.017Z,Challenge
16700,2021-01-08T20:06:41.230Z,Challenge
16710,2021-01-08T11:05:18.446Z,Function
16713,2021-01-08T20:03:31.592Z,Combine
16716,2021-01-08T20:30:58.732Z,Challenge
16718,2021-01-08T18:41:21.603Z,Combine
16723,2021-01-08T20:12:17.705Z,Challenge
16732,2021-01-08T19:57:19.705Z,Basic Commands
16735,2021-01-08T19:54:53.637Z,Basic Commands
16736,2021-01-08T20:14:13.376Z,Challenge
16740,2021-01-08T16:34:36.422Z,Function
16748,2021-01-08T20:07:49.793Z,Challenge
16759,2021-01-08T20:21:59.761Z,Challenge
16762,2021-01-08T20:03:51.930Z,Function
16773,2021-01-08T19:18:32.799Z,KarelCommandsMove
16780,2021-01-08T17:54:51.027Z,dashboard
16787,2021-01-08T20:07:11.871Z,Challenge
16795,2021-01-08T20:07:56.637Z,Repeat
16805,2021-01-08T20:15:25.611Z,Challenge
16808,2021-01-08T20:38:14.005Z,Challenge
16810,2021-01-08T20:15:35.901Z,Challenge
16836,2021-01-08T18:39:15.692Z,Combine
16846,2021-01-08T20:02:50.914Z,Function
16849,2021-01-08T21:50:52.984Z,Challenge
16857,2021-01-08T19:34:22.089Z,Repeat
16883,2021-01-08T18:38:30.779Z,Combine
16891,2021-01-08T19:56:00.632Z,Repeat
16893,2021-01-08T20:21:16.463Z,Challenge
16896,2021-01-08T18:39:13.798Z,Combine
16898,2021-01-08T21:56:50.360Z,Challenge
16900,2021-01-08T17:33:51.748Z,dashboard
16902,2021-01-08T18:31:44.749Z,Function
16903,2021-01-08T21:31:24.425Z,Repeat
16904,2021-01-08T20:00:50.711Z,Repeat
16908,2021-01-08T11:14:26.813Z,Function
16916,2021-01-08T20:18:15.646Z,Repeat
16928,2021-01-08T19:57:29.642Z,Combine
16929,2021-01-08T10:48:13.446Z,Function
16935,2021-01-08T22:01:50.960Z,Challenge
16938,2021-01-08T19:57:56.025Z,Function
16945,2021-01-08T17:44:58.903Z,Function
16948,2021-01-08T20:31:15.546Z,Challenge
16957,2021-01-08T21:30:03.479Z,Repeat
16958,2021-01-08T19:55:49.669Z,Function
16962,2021-01-08T19:58:09.198Z,Combine
16966,2021-01-08T19:53:55.314Z,Repeat
16968,2021-01-08T19:59:56.939Z,Function
16969,2021-01-08T18:38:47.045Z,Challenge
16970,2021-01-08T11:23:15.939Z,Function
16971,2021-01-08T19:58:39.264Z,Function
16972,2021-01-08T11:14:52.109Z,Function
16981,2021-01-08T19:52:00.821Z,Basic Commands
16983,2021-01-08T20:00:36.042Z,Function
16985,2021-01-08T19:34:28.904Z,Combine
17010,2021-01-08T20:00:41.199Z,Function
17014,2021-01-08T17:33:09.882Z,Combine
17017,2021-01-08T20:27:48.813Z,Challenge
17020,2021-01-08T20:32:11.926Z,Challenge
17022,2021-01-08T20:10:07.314Z,Repeat
17024,2021-01-08T20:30:51.977Z,Challenge
17027,2021-01-08T21:30:09.096Z,Repeat
17032,2021-01-08T19:54:19.804Z,Basic Commands
17037,2021-01-08T20:17:34.639Z,Repeat
17044,2021-01-08T21:30:30.046Z,Repeat
17045,2021-01-08T11:23:17.158Z,Function
17055,2021-01-08T19:50:46.027Z,CommandsA
17061,2021-01-08T17:32:25.240Z,Function
17076,2021-01-08T21:31:22.961Z,Repeat
17077,2021-01-08T20:11:48.044Z,Challenge
17082,2021-01-08T20:06:49.095Z,Challenge
17085,2021-01-08T20:11:50.222Z,Challenge
17086,2021-01-08T21:30:00.987Z,Repeat
17089,2021-01-08T20:03:39.177Z,Function
17092,2021-01-08T18:41:21.630Z,Combine
17097,2021-01-08T21:54:43.806Z,Challenge
17106,2021-01-08T19:32:13.569Z,KarelCommandsPickStone
17109,2021-01-08T20:12:32.065Z,Challenge
17115,2021-01-08T22:00:52.290Z,Challenge
17135,2021-01-08T20:02:27.778Z,Challenge
17154,2021-01-08T22:02:07.789Z,Challenge
17155,2021-01-08T20:27:46.417Z,Challenge
17156,2021-01-08T18:23:45.479Z,CommandsA
17157,2021-01-08T21:29:50.857Z,Repeat
17170,2021-01-08T20:17:29.836Z,Repeat
17177,2021-01-08T16:34:13.291Z,Basic Commands
17180,2021-01-08T20:03:38.039Z,Basic Commands
17182,2021-01-08T19:59:31.978Z,Function
17207,2021-01-08T20:31:09.849Z,Challenge
17212,2021-01-08T20:06:01.874Z,Challenge
17216,2021-01-08T11:12:22.571Z,Function
17245,2021-01-08T17:16:25.229Z,Function
17247,2021-01-08T18:10:12.092Z,CommandsA
17256,2021-01-08T20:00:34.556Z,Function
17258,2021-01-08T20:12:57.228Z,Challenge
17263,2021-01-08T18:03:03.351Z,Repeat
17267,2021-01-08T21:59:41.722Z,Challenge
17275,2021-01-08T21:32:07.344Z,Repeat
17284,2021-01-08T21:49:35.268Z,Challenge
17286,2021-01-08T20:18:52.500Z,Combine
17293,2021-01-08T19:54:01.618Z,Repeat
17300,2021-01-08T20:27:46.438Z,Challenge
17303,2021-01-08T20:01:34.822Z,Repeat
17305,2021-01-08T10:47:19.009Z,Function
17308,2021-01-08T20:17:23.284Z,Challenge
17309,2021-01-08T20:06:51.036Z,Challenge
17316,2021-01-08T20:19:55.516Z,Challenge
17321,2021-01-08T20:15:26.199Z,Challenge
17332,2021-01-08T20:15:47.373Z,Challenge
17336,2021-01-08T18:41:17.598Z,Combine
17346,2021-01-08T20:17:31.467Z,Repeat
17355,2021-01-08T18:33:59.553Z,Function
17361,2021-01-08T11:13:43.777Z,Basic Commands
17367,2021-01-08T20:09:24.407Z,Challenge
17381,2021-01-08T17:44:57.439Z,Function
17388,2021-01-08T21:59:41.777Z,Challenge
17395,2021-01-08T20:36:38.456Z,Challenge
17399,2021-01-08T18:09:41.717Z,IntroExplainEditor
17403,2021-01-08T18:33:39.199Z,Basic Commands
17404,2021-01-08T19:51:58.683Z,Basic Commands
17408,2021-01-08T20:25:39.060Z,Challenge
17416,2021-01-08T20:35:30.651Z,Challenge
17417,2021-01-08T19:54:05.698Z,Basic Commands
17439,2021-01-08T21:48:32.300Z,Challenge
17441,2021-01-08T20:06:52.105Z,Challenge
17443,2021-01-08T20:22:52.068Z,Combine
17447,2021-01-08T21:57:57.583Z,Challenge
17448,2021-01-08T19:56:41.905Z,Basic Commands
17454,2021-01-08T18:38:55.646Z,FirstProgram
17458,2021-01-08T21:59:17.011Z,Challenge
17461,2021-01-08T17:32:29.596Z,Repeat
17465,2021-01-08T18:06:45.358Z,Repeat
17474,2021-01-08T21:30:11.826Z,Repeat
17481,2021-01-08T20:27:36.872Z,Challenge
17487,2021-01-08T11:01:52.388Z,Function
17499,2021-01-08T19:18:49.371Z,CommandsA
17508,2021-01-08T19:57:40.093Z,Basic Commands
17510,2021-01-08T20:03:55.877Z,Function
17511,2021-01-08T20:01:07.946Z,Challenge
17516,2021-01-08T20:16:30.148Z,Challenge
17522,2021-01-08T19:51:06.457Z,ModifyMoves
17526,2021-01-08T17:32:55.521Z,Combine
17536,2021-01-08T20:37:46.107Z,Challenge
17539,2021-01-08T19:57:38.503Z,Basic Commands
17548,2021-01-08T19:59:05.965Z,Function
17553,2021-01-08T20:11:46.558Z,Challenge
17562,2021-01-08T20:06:09.561Z,Repeat
17579,2021-01-08T20:03:30.758Z,Challenge
17580,2021-01-08T21:28:52.237Z,Function
17582,2021-01-08T20:32:25.030Z,Challenge
17583,2021-01-08T20:15:35.911Z,Challenge
17595,2021-01-08T16:28:55.150Z,Function
17599,2021-01-08T21:56:43.200Z,Challenge
17604,2021-01-08T21:23:43.487Z,CommandsA
17608,2021-01-08T18:01:39.427Z,Repeat
17612,2021-01-08T21:59:03.384Z,Challenge
17614,2021-01-08T20:09:02.169Z,Repeat
17638,2021-01-08T20:15:51.548Z,Challenge
17639,2021-01-08T20:02:53.458Z,Challenge
17651,2021-01-08T17:57:50.317Z,Basic Commands
17655,2021-01-08T19:56:41.895Z,Basic Commands
17656,2021-01-08T20:03:20.094Z,Challenge
17670,2021-01-08T20:32:23.242Z,Challenge
17685,2021-01-08T20:07:10.807Z,Challenge
17692,2021-01-08T20:15:31.502Z,Challenge
17695,2021-01-08T21:28:44.398Z,Function
17702,2021-01-08T10:36:03.810Z,Function
17703,2021-01-08T20:15:13.458Z,Challenge
17704,2021-01-08T10:46:46.726Z,Function
17706,2021-01-08T10:45:36.651Z,Function
17726,2021-01-08T19:54:13.128Z,Basic Commands
17729,2021-01-08T10:45:36.683Z,Function
17741,2021-01-08T20:30:49.655Z,Challenge
