,userId,data,date,type,currentView,item
17711,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_turn_left"" x=""0"" y=""0""></block><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_turn_left""></block></statement></block></statement></block><block type=""karel_turn_left"" x=""80"" y=""77""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""turn right""></mutation><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""turn right""></mutation><next><block type=""karel_move""><next><block type=""karel_place_stone""><next><block type=""karel_turn_left""></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""157""><field name=""NAME"">turn right</field><statement name=""STACK""><block type=""karel_turn_left""><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""></block></next></block></next></block></statement></block></xml>",2021-01-11T16:29:52.015Z,UPDATE_CODE_move,RepeatL2PlaceRow,Repeat
18029,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" editable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_pickup_stone"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_turn_left"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""procedures_callnoargsnoreturn"" deletable=""false"" movable=""false"" editable=""false""><mutation name=""turn right""></mutation><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_place_stone"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" deletable=""false"" movable=""false"" editable=""false"" x=""20"" y=""276""><field name=""NAME"">turn right</field></block></xml>",2021-01-11T16:26:20.974Z,UPDATE_CODE_move,MethodsStepUp,Function
18306,47a8f09b-c74c-4d57-a382-9bdcca962df7,FirstProgram,2021-01-11T16:24:47.091Z,PRE_ITEM_COMPLETE,FirstProgram,FirstProgram
18343,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_turn_left"" x=""0"" y=""0""></block><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""karel_move""></block></statement></block><block type=""karel_move"" x=""43"" y=""51""><next><block type=""karel_move""><next><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""></block></next></block></next></block></next></block></next></block></next></block></xml>",2021-01-11T16:25:53.246Z,UPDATE_CODE_move,CommandsMLMR,Basic Commands
18423,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" editable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""controls_repeat_ext"" deletable=""false"" movable=""false"" editable=""false""><value name=""TIMES""><shadow type=""math_number"" editable=""false""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""procedures_callnoargsnoreturn"" deletable=""false"" movable=""false"" editable=""false""><mutation name=""pickup square""></mutation><next><block type=""procedures_callnoargsnoreturn"" deletable=""false"" movable=""false"" editable=""false""><mutation name=""move to next square""></mutation></block></next></block></statement></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" deletable=""false"" movable=""false"" editable=""false"" x=""20"" y=""228""><field name=""NAME"">pickup square</field><statement name=""STACK""><block type=""controls_repeat_ext"" deletable=""false"" movable=""false"" editable=""false""><value name=""TIMES""><shadow type=""math_number"" editable=""false""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""procedures_callnoargsnoreturn"" deletable=""false"" movable=""false"" editable=""false""><mutation name=""pickup 9""></mutation><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_turn_left"" deletable=""false"" movable=""false"" editable=""false""></block></next></block></next></block></statement></block></statement></block><block type=""procedures_defnoargsnoreturn"" deletable=""false"" movable=""false"" editable=""false"" x=""20"" y=""416""><field name=""NAME"">pickup 9</field><statement name=""STACK""><block type=""controls_repeat_ext"" deletable=""false"" movable=""false"" editable=""false""><value name=""TIMES""><shadow type=""math_number"" editable=""false""><field name=""NUM"">9</field></shadow></value><statement name=""DO""><block type=""karel_pickup_stone"" deletable=""false"" movable=""false"" editable=""false""></block></statement></block></statement></block><block type=""procedures_defnoargsnoreturn"" deletable=""false"" movable=""false"" editable=""false"" x=""20"" y=""554""><field name=""NAME"">move to next square</field><statement name=""STACK""><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_turn_left"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""></block></next></block></next></block></next></block></next></block></next></block></statement></block></xml>",2021-01-11T16:33:32.698Z,UPDATE_CODE_move,DiamondGood,Challenge
18439,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""turn right""></mutation><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""turn right""></mutation><next><block type=""karel_move""><next><block type=""karel_place_stone""></block></next></block></next></block></next></block></next></block></next></block></next></block></statement></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""307""><field name=""NAME"">turn right</field><statement name=""STACK""><block type=""karel_turn_left""><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""></block></next></block></next></block></statement></block></xml>",2021-01-11T16:28:51.569Z,UPDATE_CODE_move,RepeatL2PlaceRow,Repeat
18459,47a8f09b-c74c-4d57-a382-9bdcca962df7,PreIntro,2021-01-11T16:24:07.507Z,PRE_ITEM_COMPLETE,PreIntro,PreIntro
18467,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" editable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_pickup_stone"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_turn_left"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""procedures_callnoargsnoreturn"" deletable=""false"" movable=""false"" editable=""false""><mutation name=""turn right""></mutation><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_place_stone"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" deletable=""false"" movable=""false"" editable=""false"" x=""20"" y=""276""><field name=""NAME"">turn right</field><statement name=""STACK""><block type=""karel_turn_left""><next><block type=""karel_turn_left""></block></next></block></statement></block></xml>",2021-01-11T16:26:48.195Z,UPDATE_CODE_move,MethodsStepUp,Function
18489,47a8f09b-c74c-4d57-a382-9bdcca962df7,,2021-01-11T16:26:08.022Z,BUTTON_CLICK_reset,CommandsMLMR,Basic Commands
18747,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" editable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_pickup_stone"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_turn_left"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""procedures_callnoargsnoreturn"" deletable=""false"" movable=""false"" editable=""false""><mutation name=""turn right""></mutation><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_place_stone"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" deletable=""false"" movable=""false"" editable=""false"" x=""20"" y=""276""><field name=""NAME"">turn right</field><statement name=""STACK""><block type=""karel_turn_left""><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""></block></next></block></next></block></statement></block></xml>",2021-01-11T16:26:49.674Z,UPDATE_CODE_move,MethodsStepUp,Function
18754,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" editable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_pickup_stone"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_turn_left"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""procedures_callnoargsnoreturn"" deletable=""false"" movable=""false"" editable=""false""><mutation name=""turn right""></mutation><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_place_stone"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" deletable=""false"" movable=""false"" editable=""false"" x=""20"" y=""276""><field name=""NAME"">turn right</field><statement name=""STACK""><block type=""karel_turn_left""><next><block type=""karel_turn_left""></block></next></block></statement></block></xml>",2021-01-11T16:26:48.201Z,UPDATE_CODE_move,MethodsStepUp,Function
18774,47a8f09b-c74c-4d57-a382-9bdcca962df7,MeetKarel,2021-01-11T16:24:08.234Z,PRE_ITEM_COMPLETE,MeetKarel,MeetKarel
18809,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""turn right""></mutation><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""turn right""></mutation><next><block type=""karel_move""></block></next></block></next></block></next></block></next></block></next></block></statement></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""282""><field name=""NAME"">turn right</field><statement name=""STACK""><block type=""karel_turn_left""><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""></block></next></block></next></block></statement></block></xml>",2021-01-11T16:28:44.190Z,UPDATE_CODE_move,RepeatL2PlaceRow,Repeat
18974,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""procedures_callnoargsnoreturn""><mutation name=""place 4 stones""></mutation><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""place 4 stones""></mutation><next><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""place 4 stones""></mutation><next><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""place 4 stones""></mutation><next><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""karel_move""></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""455""><field name=""NAME"">place 4 stones</field><statement name=""STACK""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_place_stone""></block></statement></block></statement></block></xml>",2021-01-11T16:32:51.467Z,UPDATE_CODE_move,RepeatL3Corner9,Combine
19091,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""karel_turn_left""></block></statement></block></xml>",2021-01-11T16:33:45.592Z,BUTTON_CLICK_run,Checker,Challenge
19180,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""99""><field name=""NAME"">my name</field><statement name=""STACK""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">10</field></shadow></value><statement name=""DO""><block type=""karel_place_stone""></block></statement></block></statement></block></xml>",2021-01-11T16:31:46.383Z,UPDATE_CODE_move,RepeatL3Corner9,Combine
19324,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""karel_move""><next><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""></block></next></block></next></block></next></block></next></block></statement></block></xml>",2021-01-11T16:26:06.565Z,UPDATE_CODE_delete,CommandsMLMR,Basic Commands
19395,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""karel_move""><next><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""></block></next></block></next></block></next></block></next></block></next></block></statement></block></xml>",2021-01-11T16:26:14.806Z,BUTTON_CLICK_run,CommandsMLMR,Basic Commands
19425,47a8f09b-c74c-4d57-a382-9bdcca962df7,CommandsMLMR,2021-01-11T16:25:28.624Z,UPDATE_CURRENT_VIEW,CommandsHouseBad,Basic Commands
19699,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" editable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_pickup_stone"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_turn_left"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""procedures_callnoargsnoreturn"" deletable=""false"" movable=""false"" editable=""false""><mutation name=""turn right""></mutation><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_place_stone"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" deletable=""false"" movable=""false"" editable=""false"" x=""20"" y=""276""><field name=""NAME"">turn right</field><statement name=""STACK""><block type=""karel_turn_left""><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""></block></next></block></next></block></statement></block></xml>",2021-01-11T16:26:50.682Z,BUTTON_CLICK_run,MethodsStepUp,Function
19745,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">10</field></shadow></value></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""151""><field name=""NAME"">my name</field></block></xml>",2021-01-11T16:27:57.975Z,UPDATE_CODE_move,RepeatL2PlaceRow,Repeat
20135,47a8f09b-c74c-4d57-a382-9bdcca962df7,,2021-01-11T16:31:05.719Z,BUTTON_CLICK_reset,RepeatL3Dash5Good,Combine
20213,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""karel_move""><next><block type=""karel_move""><next><block type=""karel_turn_left""><next><block type=""karel_move""></block></next></block></next></block></next></block></statement></block></xml>",2021-01-11T16:25:38.487Z,UPDATE_CODE_move,CommandsMLMR,Basic Commands
20296,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""procedures_callnoargsnoreturn""><mutation name=""place 4 stones""></mutation><next><block type=""karel_move""></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""130""><field name=""NAME"">place 4 stones</field><statement name=""STACK""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_place_stone""></block></statement></block></statement></block></xml>",2021-01-11T16:32:12.331Z,UPDATE_CODE_move,RepeatL3Corner9,Combine
20432,47a8f09b-c74c-4d57-a382-9bdcca962df7,successful,2021-01-11T16:24:59.730Z,RUN_DONE,ModifyMoves,ModifyMoves
20611,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" editable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""karel_turn_left"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""procedures_callnoargsnoreturn"" deletable=""false"" movable=""false"" editable=""false""><mutation name=""turn right""></mutation><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_turn_left"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""procedures_callnoargsnoreturn"" deletable=""false"" movable=""false"" editable=""false""><mutation name=""tourner à droite""></mutation><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_turn_left"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""procedures_callnoargsnoreturn"" deletable=""false"" movable=""false"" editable=""false""><mutation name=""tourner à droite""></mutation><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""376""><field name=""NAME"">turn right</field></block><block type=""procedures_defnoargsnoreturn"" deletable=""false"" movable=""false"" editable=""false"" x=""20"" y=""456""><field name=""NAME"">tourner à droite</field><statement name=""STACK""><block type=""karel_turn_left"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_turn_left"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_turn_left"" deletable=""false"" movable=""false"" editable=""false""></block></next></block></next></block></statement></block></xml>",2021-01-11T16:27:19.216Z,UPDATE_CODE_finished_loading,RepeatL2StepUpBad,Repeat
20737,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""procedures_callnoargsnoreturn""><mutation name=""place 4 stones""></mutation><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""place 4 stones""></mutation></block></next></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""180""><field name=""NAME"">place 4 stones</field><statement name=""STACK""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_place_stone""></block></statement></block></statement></block></xml>",2021-01-11T16:32:17.081Z,UPDATE_CODE_move,RepeatL3Corner9,Combine
20967,47a8f09b-c74c-4d57-a382-9bdcca962df7,IntroExplainTasks,2021-01-11T16:25:03.875Z,PRE_ITEM_COMPLETE,IntroExplainTasks,IntroExplainTasks
21017,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""karel_turn_left""><next><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""turn right""></mutation><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""turn right""></mutation><next><block type=""karel_move""><next><block type=""karel_place_stone""><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></statement><next><block type=""procedures_callnoargsnoreturn""><mutation name=""turn right""></mutation></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""382""><field name=""NAME"">turn right</field><statement name=""STACK""><block type=""karel_turn_left""><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""></block></next></block></next></block></statement></block></xml>",2021-01-11T16:30:33.732Z,UPDATE_CODE_move,RepeatL2PlaceRow,Repeat
21078,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""procedures_callnoargsnoreturn""><mutation name=""place 4 stones""></mutation><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""place 4 stones""></mutation><next><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""place 4 stones""></mutation></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""280""><field name=""NAME"">place 4 stones</field><statement name=""STACK""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_place_stone""></block></statement></block></statement></block></xml>",2021-01-11T16:32:27.446Z,UPDATE_CODE_move,RepeatL3Corner9,Combine
21218,47a8f09b-c74c-4d57-a382-9bdcca962df7,RepeatL3Corner9,2021-01-11T16:31:13.031Z,UPDATE_CURRENT_VIEW,RepeatL3Dash5Bad,Combine
21347,47a8f09b-c74c-4d57-a382-9bdcca962df7,CommandsA,2021-01-11T16:24:35.733Z,PRE_ITEM_COMPLETE,CommandsA,CommandsA
21518,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""procedures_callnoargsnoreturn""><mutation name=""place 4 stones""></mutation><next><block type=""karel_move""><next><block type=""karel_move""></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""155""><field name=""NAME"">place 4 stones</field><statement name=""STACK""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_place_stone""></block></statement></block></statement></block></xml>",2021-01-11T16:32:15.381Z,UPDATE_CODE_move,RepeatL3Corner9,Combine
21661,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" editable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""controls_repeat_ext"" deletable=""false"" movable=""false"" editable=""false""><value name=""TIMES""><shadow type=""math_number"" editable=""false""><field name=""NUM"">3</field></shadow></value><statement name=""DO""><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""procedures_callnoargsnoreturn"" deletable=""false"" movable=""false"" editable=""false""><mutation name=""pickup 5""></mutation><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""></block></next></block></next></block></statement></block></statement></block><block type=""procedures_defnoargsnoreturn"" deletable=""false"" movable=""false"" editable=""false"" x=""20"" y=""203""><field name=""NAME"">pickup 5</field><statement name=""STACK""><block type=""controls_repeat_ext"" deletable=""false"" movable=""false"" editable=""false""><value name=""TIMES""><shadow type=""math_number"" editable=""false""><field name=""NUM"">5</field></shadow></value><statement name=""DO""><block type=""karel_pickup_stone"" deletable=""false"" movable=""false"" editable=""false""></block></statement></block></statement></block></xml>",2021-01-11T16:31:00.629Z,UPDATE_CODE_move,RepeatL3Dash5Good,Combine
21935,47a8f09b-c74c-4d57-a382-9bdcca962df7,unsuccessful,2021-01-11T16:33:45.794Z,RUN_DONE,Checker,Challenge
21940,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""turn right""></mutation></block></next></block></next></block></statement></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""207""><field name=""NAME"">turn right</field><statement name=""STACK""><block type=""karel_turn_left""><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""></block></next></block></next></block></statement></block></xml>",2021-01-11T16:28:28.204Z,UPDATE_CODE_move,RepeatL2PlaceRow,Repeat
22412,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""karel_move""><next><block type=""karel_move""></block></next></block></statement></block></xml>",2021-01-11T16:24:48.811Z,BUTTON_CLICK_run,ModifyMoves,ModifyMoves
22413,47a8f09b-c74c-4d57-a382-9bdcca962df7,CommandsB,2021-01-11T16:24:43.360Z,PRE_ITEM_COMPLETE,CommandsB,CommandsB
22497,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""turn right""></mutation><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""turn right""></mutation></block></next></block></next></block></next></block></next></block></statement></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""257""><field name=""NAME"">turn right</field><statement name=""STACK""><block type=""karel_turn_left""><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""></block></next></block></next></block></statement></block></xml>",2021-01-11T16:28:40.003Z,UPDATE_CODE_move,RepeatL2PlaceRow,Repeat
22534,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""karel_move""><next><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""></block></next></block></next></block></next></block></next></block></statement></block></xml>",2021-01-11T16:25:57.134Z,UPDATE_CODE_delete,CommandsMLMR,Basic Commands
